,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio
0,FRIFX,MSCI ACWI NR USD,55.22,0.3,8.48,40.52,USD,5,5.84,12.18,1.99,3.85
1,VTWNX,Morningstar Moderate Target Risk,98.97,1.06,0.35,9.38,USD,5,9.03,10.06,1.1,1.91
2,JNBAX,Morningstar Moderate Target Risk,88.95,0.96,0.44,9.48,USD,5,8.62,9.2,1.06,1.74
3,FIOFX,Morningstar Moderate Target Risk,98.47,1.37,-1.67,7.67,USD,5,11.65,10.58,0.92,1.51
4,PTTRX,Barclays US Agg Bond TR USD,59.01,0.98,1.02,5.08,USD,5,3.6,5.06,1.37,2.32
5,VGPMX,MSCI ACWI NR USD,42.34,1.22,-21.83,-9.76,USD,5,27.3,-11.86,-0.33,-0.43
6,PRGTX,MSCI ACWI NR USD,77.63,1.11,10.16,20.04,USD,5,18.36,22.4,1.2,2.24
7,FOSFX,MSCI ACWI Ex USA NR USD,94.19,1.08,1.2,6.54,USD,5,18.25,7.13,0.46,0.7
8,OARAX,Morningstar Moderate Target Risk,32.18,0.36,-0.43,7.54,USD,5,5.39,2.81,0.53,0.74
9,VMRGX,S&P 500 TR USD,83.25,1.12,-3.23,17.46,USD,5,15.08,15.84,1.05,1.83
10,FSTFX,Barclays Municipal TR USD,81.97,0.34,0.45,6.38,USD,5,1.4,2.21,1.51,2.89
11,OIBAX,Barclays US Agg Bond TR USD,11.94,0.95,-1.3,2.33,USD,5,7.76,2.29,0.32,0.43
12,PDVAX,Barclays US Agg Bond TR USD,21.82,0.9,3.4,7.86,USD,5,5.42,7.13,1.29,2.05
13,VIVAX,S&P 500 TR USD,92.85,0.96,0.66,21.58,USD,5,12.85,15.0,1.15,1.97
14,VSMGX,Morningstar Moderate Target Risk,98.84,0.99,0.55,9.63,USD,5,8.39,9.6,1.13,1.98
15,FSRAX,Morningstar Moderate Target Risk,71.18,0.66,-0.95,7.41,USD,5,6.58,4.95,0.76,1.2
16,PSILX,MSCI ACWI Ex USA NR USD,97.76,1.0,1.98,7.63,USD,5,16.63,7.72,0.53,0.82
17,PRTIX,Barclays US Agg Bond TR USD,89.1,1.42,-2.3,2.35,USD,5,4.25,3.41,0.79,1.31
18,FDGFX,S&P 500 TR USD,91.5,1.13,-2.59,18.24,USD,5,16.55,15.43,0.95,1.55
19,ABALX,Morningstar Moderate Target Risk,94.93,1.01,2.86,12.12,USD,5,8.78,12.35,1.37,2.48
20,PRDMX,S&P 500 TR USD,76.94,1.14,-3.57,17.16,USD,5,16.16,17.61,1.08,1.94
21,EQPIX,S&P 500 TR USD,90.7,0.9,0.01,20.70,USD,5,13.61,13.68,1.01,1.66
22,PRFDX,S&P 500 TR USD,93.59,0.94,-1.0,19.50,USD,5,13.2,13.62,1.03,1.71
23,FNCMX,S&P 500 TR USD,80.89,1.14,-0.21,20.71,USD,5,15.38,18.62,1.19,2.16
24,FISCX,Morningstar Moderate Target Risk,84.53,1.19,1.23,10.09,USD,5,10.88,12.04,1.1,1.88
25,MAIOX,MSCI ACWI Ex USA NR USD,89.38,0.99,0.12,5.54,USD,5,17.18,5.56,0.4,0.61
26,PRWBX,Barclays US Agg Bond TR USD,42.99,0.24,0.63,6.72,USD,5,1.01,1.66,1.55,3.02
27,FHIAX,Barclays US Agg Bond TR USD,1.12,0.23,7.48,37.07,USD,5,6.13,8.62,1.37,2.38
28,VISGX,S&P 500 TR USD,71.11,1.18,-5.12,15.67,USD,5,18.2,18.55,1.03,1.82
29,PRASX,MSCI ACWI Ex USA NR USD,74.97,0.83,3.65,10.03,USD,5,15.79,8.43,0.59,0.91
30,LTEBX,Barclays Municipal TR USD,84.77,0.62,0.33,5.58,USD,5,2.57,3.56,1.34,2.52
31,PIEQX,MSCI ACWI Ex USA NR USD,96.98,1.02,0.39,5.89,USD,5,17.04,6.1,0.43,0.65
32,VASGX,Morningstar Moderate Target Risk,98.46,1.33,-0.71,8.43,USD,5,11.31,11.28,1.0,1.68
33,JCIAX,BofAML USD LIBOR 3 Mon CM,5.11,29.28,-7.2,0.0,USD,5,5.86,0.08,0.03,0.04
34,FAEMX,Barclays US Agg Bond TR USD,16.66,1.04,3.11,6.95,USD,5,7.21,7.33,1.01,1.59
35,CMSCX,S&P 500 TR USD,58.9,1.32,-12.4,9.75,USD,5,19.65,14.46,0.78,1.28
36,RPIFX,Barclays US Agg Bond TR USD,1.9,-0.19,6.57,-31.55,USD,5,3.84,5.99,1.52,2.4
37,OPTFX,S&P 500 TR USD,81.58,1.02,-2.21,18.24,USD,5,14.21,13.71,0.97,1.65
38,FLTMX,Barclays Municipal TR USD,97.89,0.72,0.33,5.52,USD,5,2.75,4.04,1.43,2.64
39,NGCAX,MSCI ACWI Ex USA NR USD,66.05,0.97,0.48,5.41,USD,5,19.56,5.32,0.36,0.53
40,FIOAX,Morningstar Moderate Target Risk,98.16,0.88,0.4,9.52,USD,5,7.49,8.45,1.11,1.91
41,TFVAX,Barclays Municipal TR USD,99.01,0.98,-0.85,4.14,USD,5,3.74,4.14,1.08,1.82
42,FCNAX,MSCI ACWI NR USD,73.9,0.94,9.33,20.91,USD,5,15.84,19.67,1.22,2.21
43,VPCCX,S&P 500 TR USD,85.74,0.9,3.85,25.77,USD,5,13.4,17.22,1.25,2.21
44,HLIEX,S&P 500 TR USD,92.17,0.93,0.56,21.43,USD,5,11.63,17.15,1.42,2.56
45,FOHFX,Barclays Municipal TR USD,97.56,0.99,-0.14,4.9,USD,5,3.8,4.93,1.27,2.23
46,OPATX,Barclays Municipal TR USD,72.82,1.6,-1.4,4.09,USD,5,7.12,6.64,0.93,1.44
47,FKTIX,Barclays Municipal TR USD,97.23,1.18,-0.47,4.63,USD,5,4.54,5.55,1.2,1.98
48,BAMPX,Morningstar Moderate Target Risk,96.96,1.05,0.59,9.63,USD,5,8.99,10.17,1.12,1.92
49,NSTMX,Barclays US Agg Bond TR USD,36.24,0.18,1.02,9.58,USD,5,0.86,1.84,2.03,5.27
50,HLGEX,S&P 500 TR USD,72.39,1.25,-3.82,17.26,USD,5,17.65,18.3,1.04,1.83
51,PCBAX,Morningstar Moderate Target Risk,92.98,1.02,-1.78,7.13,USD,5,8.96,7.38,0.83,1.36
52,HLLVX,Barclays US Agg Bond TR USD,59.82,0.22,0.42,5.91,USD,5,0.8,1.37,1.61,3.39
53,FBIDX,Barclays US Agg Bond TR USD,99.28,1.03,-0.29,3.73,USD,5,2.9,3.91,1.31,2.37
54,FIMIX,Barclays Municipal TR USD,97.37,0.81,-0.08,4.93,USD,5,3.12,4.08,1.28,2.29
55,RPMGX,S&P 500 TR USD,74.7,1.03,-0.95,19.64,USD,5,14.85,18.48,1.22,2.25
56,FHIFX,Barclays US Agg Bond TR USD,3.48,0.35,6.51,23.18,USD,5,5.25,8.12,1.5,2.76
57,FBALX,Morningstar Moderate Target Risk,95.63,1.0,2.8,12.09,USD,5,8.63,12.16,1.37,2.51
58,FKVFX,Morningstar Moderate Target Risk,98.57,0.92,-0.11,8.9,USD,5,7.85,8.29,1.05,1.78
59,FINGX,MSCI ACWI Ex USA NR USD,47.85,1.0,4.36,8.68,USD,5,23.83,8.8,0.47,0.76
60,GTFBX,Barclays Municipal TR USD,97.2,1.11,-0.64,4.45,USD,5,4.27,5.02,1.15,1.87
61,FJIFX,Morningstar Moderate Target Risk,97.97,0.66,0.02,9.06,USD,5,5.59,6.01,1.06,1.85
62,FDFFX,S&P 500 TR USD,66.61,1.2,-2.02,18.81,USD,5,18.74,16.67,0.92,1.55
63,MBGRX,MSCI ACWI NR USD,67.41,1.22,-8.46,1.78,USD,5,21.67,2.26,0.21,0.29
64,FBGRX,S&P 500 TR USD,80.1,1.2,-1.73,19.24,USD,5,15.76,18.3,1.15,2.0
65,CLSPX,S&P 500 TR USD,73.32,1.16,-7.7,13.03,USD,5,16.49,15.55,0.96,1.63
66,AWSHX,S&P 500 TR USD,92.21,0.85,1.2,22.27,USD,5,11.34,15.28,1.31,2.31
67,FICDX,MSCI ACWI Ex USA NR USD,73.43,0.76,2.15,8.46,USD,5,14.49,6.47,0.5,0.72
68,FRNJX,Barclays Municipal TR USD,91.94,1.13,-1.49,3.66,USD,5,4.45,4.2,0.93,1.46
69,FDETX,S&P 500 TR USD,88.96,1.04,-2.13,18.41,USD,5,14.25,15.19,1.06,1.78
70,PSTIX,S&P 500 TR USD,91.29,-0.94,2.91,15.64,USD,5,12.22,-12.05,-0.99,-1.21
71,PREMX,Barclays US Agg Bond TR USD,11.05,0.95,3.24,7.27,USD,5,8.1,7.02,0.87,1.31
72,VWNFX,S&P 500 TR USD,95.35,0.97,-0.12,20.66,USD,5,13.29,14.51,1.08,1.82
73,FWRLX,MSCI ACWI NR USD,76.08,0.77,5.41,17.61,USD,5,12.76,13.56,1.06,1.82
74,JEMDX,Barclays US Agg Bond TR USD,14.66,1.06,3.56,7.33,USD,5,7.8,7.83,1.0,1.57
75,BAPEX,Morningstar Moderate Target Risk,96.46,1.27,-1.53,7.69,USD,5,10.89,9.82,0.91,1.5
76,ASTEX,Barclays Municipal TR USD,70.19,0.23,0.33,6.49,USD,5,1.02,1.54,1.43,2.63
77,FSPTX,MSCI ACWI NR USD,73.33,1.04,5.75,15.72,USD,5,17.69,16.46,0.95,1.7
78,PTRIX,Barclays US Agg Bond TR USD,74.22,0.78,1.39,5.87,USD,5,2.54,4.62,1.77,3.98
79,FRAVX,S&P 500 TR USD,74.43,1.09,-6.0,14.34,USD,5,14.51,13.12,0.92,1.51
80,VTMGX,MSCI ACWI Ex USA NR USD,96.23,1.01,0.61,6.13,USD,5,16.97,6.29,0.44,0.67
81,FRKAX,Morningstar Moderate Target Risk,95.1,0.56,0.59,10.12,USD,5,4.88,5.78,1.16,2.07
82,FSGRX,S&P 500 TR USD,52.55,1.12,-2.73,17.64,USD,5,17.73,19.99,1.12,1.95
83,SRINX,Barclays US Agg Bond TR USD,41.87,0.94,2.94,7.26,USD,5,4.08,6.88,1.63,3.07
84,VSTBX,Barclays US Agg Bond TR USD,40.52,0.46,1.56,7.46,USD,5,2.04,3.51,1.67,3.42
85,FKITX,Barclays Municipal TR USD,94.85,1.02,-0.54,4.49,USD,5,3.96,4.65,1.15,2.1
86,FFALX,Morningstar Moderate Target Risk,93.64,1.37,-1.18,8.04,USD,5,11.98,11.12,0.94,1.54
87,RPBAX,Morningstar Moderate Target Risk,98.0,1.13,0.47,9.48,USD,5,9.61,10.77,1.11,1.93
88,FSAZX,Barclays Municipal TR USD,98.33,1.03,-0.08,4.97,USD,5,3.93,5.19,1.29,2.24
89,FASFX,Barclays US Agg Bond TR USD,54.25,0.24,0.64,6.71,USD,5,0.92,1.68,1.74,3.81
90,TRISX,S&P 500 TR USD,99.12,1.03,-0.85,19.91,USD,5,13.21,15.33,1.14,1.97
91,FPIOX,Barclays US Agg Bond TR USD,0.0,0.0,9.46,21329.26,USD,5,6.98,9.71,1.36,2.33
92,FFFEX,Morningstar Moderate Target Risk,97.77,1.31,-1.6,7.67,USD,5,11.19,10.13,0.91,1.5
93,AABTX,Morningstar Moderate Target Risk,97.42,0.87,1.18,10.48,USD,5,7.47,9.24,1.21,2.15
94,MDILX,MSCI ACWI Ex USA NR USD,95.44,1.01,0.93,6.46,USD,5,17.02,6.62,0.46,0.72
95,FLBIX,Barclays US Agg Bond TR USD,65.13,3.41,-5.39,2.28,USD,5,11.91,7.86,0.69,1.31
96,FIKFX,Morningstar Moderate Target Risk,89.5,0.33,1.02,12.22,USD,5,2.95,4.12,1.36,2.54
97,JSMAX,Morningstar Moderate Target Risk,97.35,1.45,-1.41,7.93,USD,5,12.4,11.57,0.94,1.57
98,PMHIX,S&P 500 TR USD,45.43,0.67,-3.81,13.74,USD,5,9.27,5.81,0.65,1.03
99,PRESX,MSCI ACWI Ex USA NR USD,91.5,1.15,3.69,8.69,USD,5,19.72,10.06,0.58,0.94
100,PGOVX,Barclays US Agg Bond TR USD,70.97,3.4,-4.74,2.5,USD,5,11.38,8.59,0.78,1.47
101,FADAX,S&P 500 TR USD,91.67,1.13,-2.9,17.91,USD,5,16.56,15.14,0.93,1.52
102,OICAX,Morningstar Moderate Target Risk,95.28,0.57,1.3,11.43,USD,5,4.94,6.6,1.31,2.35
103,FRCIX,Barclays Municipal TR USD,97.14,1.26,-0.11,4.96,USD,5,4.83,6.3,1.28,2.21
104,TRRHX,Morningstar Moderate Target Risk,98.01,1.4,-0.94,8.26,USD,5,11.9,11.61,0.98,1.65
105,FKCIX,Barclays Municipal TR USD,96.36,1.01,-0.02,5.02,USD,5,3.91,5.16,1.29,2.41
106,FSLVX,S&P 500 TR USD,92.31,0.96,0.78,21.74,USD,5,13.61,14.05,1.03,1.7
107,FTTAX,Morningstar Moderate Target Risk,94.85,1.36,-1.3,7.94,USD,5,11.82,10.91,0.93,1.58
108,VHGEX,MSCI ACWI Ex USA NR USD,93.44,0.89,6.37,13.36,USD,5,15.06,11.93,0.82,1.31
109,JSFAX,Morningstar Moderate Target Risk,97.39,0.95,0.04,9.06,USD,5,8.11,8.67,1.06,1.84
110,VMATX,Barclays Municipal TR USD,97.9,1.11,-0.83,4.27,USD,5,4.24,4.81,1.11,1.9
111,FRSGX,S&P 500 TR USD,72.98,1.17,-6.01,14.77,USD,5,16.98,16.56,0.99,1.73
112,FMEAX,MSCI ACWI Ex USA NR USD,82.0,1.04,-0.49,4.71,USD,5,18.84,4.97,0.35,0.54
113,MAPCX,MSCI ACWI Ex USA NR USD,85.59,0.96,1.82,7.38,USD,5,17.07,7.18,0.49,0.74
114,JNSAX,Morningstar Moderate Target Risk,97.65,1.31,-0.9,8.25,USD,5,11.19,10.89,0.98,1.65
115,TRRAX,Morningstar Moderate Target Risk,98.82,1.0,-0.16,8.85,USD,5,8.46,8.9,1.04,1.79
116,PRSIX,Morningstar Moderate Target Risk,97.95,0.89,0.4,9.51,USD,5,7.63,8.58,1.11,1.93
117,SLMCX,MSCI ACWI NR USD,71.97,0.95,4.04,14.3,USD,5,16.27,13.66,0.87,1.51
118,RPIIX,Barclays US Agg Bond TR USD,12.52,1.02,-2.93,0.79,USD,5,8.11,0.88,0.14,0.19
119,FSCPX,MSCI ACWI NR USD,74.28,0.94,9.78,21.48,USD,5,15.81,20.23,1.25,2.28
120,FMEIX,S&P 500 TR USD,87.49,1.09,-0.44,20.44,USD,5,15.13,18.37,1.19,2.07
121,FLIFX,Morningstar Moderate Target Risk,98.61,0.83,0.01,9.04,USD,5,7.04,7.57,1.06,1.83
122,FFAVX,Morningstar Moderate Target Risk,97.38,0.74,-0.21,8.73,USD,5,6.37,6.57,1.02,1.74
123,VWELX,Morningstar Moderate Target Risk,94.95,0.97,2.38,11.7,USD,5,8.38,11.39,1.33,2.43
124,MASPX,S&P 500 TR USD,74.44,1.31,-7.38,14.27,USD,5,18.64,17.72,0.97,1.62
125,COSZX,MSCI ACWI Ex USA NR USD,92.56,1.0,-0.17,5.27,USD,5,17.14,5.37,0.39,0.59
126,FBSOX,MSCI ACWI NR USD,76.37,1.02,8.7,19.34,USD,5,16.87,19.71,1.15,2.16
127,FCSTX,Barclays Municipal TR USD,83.12,0.4,0.54,6.4,USD,5,1.67,2.65,1.53,2.83
128,FDSSX,S&P 500 TR USD,91.17,1.06,-1.4,19.33,USD,5,14.83,15.75,1.06,1.82
129,FGBLX,Morningstar Moderate Target Risk,93.61,1.17,-2.93,6.28,USD,5,10.18,7.41,0.75,1.22
130,TREMX,MSCI ACWI Ex USA NR USD,74.42,1.31,-6.84,-0.85,USD,5,24.92,-1.04,0.08,0.11
131,FKUSX,Barclays US Agg Bond TR USD,74.79,0.72,0.09,4.14,USD,5,2.33,3.03,1.26,2.26
132,CMUAX,S&P 500 TR USD,84.96,1.02,-0.01,20.79,USD,5,15.55,17.13,1.1,1.82
133,VDEQX,S&P 500 TR USD,94.32,1.1,-1.73,19.08,USD,5,14.54,16.09,1.1,1.89
134,NFEAX,S&P 500 TR USD,69.15,1.02,-1.38,19.08,USD,5,15.42,14.97,0.98,1.68
135,PTYAX,Morningstar Moderate Target Risk,66.03,0.5,0.8,10.6,USD,5,5.23,5.41,1.02,1.63
136,FUGAX,MSCI ACWI NR USD,28.37,0.43,10.46,35.65,USD,5,11.72,15.4,1.28,2.13
137,OROHX,Barclays Municipal TR USD,77.82,1.43,-0.34,4.78,USD,5,6.16,6.93,1.11,1.73
138,MEURX,MSCI ACWI Ex USA NR USD,78.98,0.67,4.31,12.49,USD,5,12.44,8.48,0.71,1.12
139,VTINX,Morningstar Moderate Target Risk,86.71,0.48,2.35,14.19,USD,5,4.32,6.85,1.54,3.09
140,PSDIX,Barclays Municipal TR USD,36.05,0.1,0.66,11.43,USD,5,0.66,1.27,1.8,3.3
141,FFTYX,S&P 500 TR USD,72.75,1.04,-1.87,18.60,USD,5,13.8,15.31,1.1,1.84
142,FAMRX,Morningstar Moderate Target Risk,97.12,1.54,-1.81,7.69,USD,5,13.17,11.9,0.92,1.54
143,ORMAX,Barclays Municipal TR USD,72.02,1.45,-1.12,4.2,USD,5,6.46,6.15,0.95,1.46
144,FQIFX,Morningstar Moderate Target Risk,98.9,1.11,-0.78,8.26,USD,5,9.45,9.27,0.98,1.65
145,SEMAX,Barclays Municipal TR USD,92.96,0.88,-0.66,4.27,USD,5,3.46,3.84,1.08,1.92
146,FNMIX,Barclays US Agg Bond TR USD,16.59,1.05,3.55,7.38,USD,5,7.25,7.8,1.06,1.69
147,NIVLX,MSCI ACWI Ex USA NR USD,87.4,0.91,-1.0,4.35,USD,5,16.01,4.05,0.32,0.49
148,VEDTX,Barclays US Agg Bond TR USD,50.34,5.52,-8.42,2.17,USD,5,21.96,12.05,0.62,1.24
149,FRTAX,Morningstar Moderate Target Risk,95.09,1.31,-1.29,7.91,USD,5,11.3,10.41,0.93,1.56
150,PRSGX,S&P 500 TR USD,88.36,1.07,-4.23,16.20,USD,5,14.65,13.5,0.94,1.56
151,SHSAX,MSCI ACWI NR USD,54.0,0.61,13.38,34.22,USD,5,12.09,21.01,1.64,3.47
152,JTSAX,Morningstar Moderate Target Risk,97.21,1.58,-1.74,7.77,USD,5,13.53,12.35,0.93,1.53
153,MBDVX,S&P 500 TR USD,91.39,0.86,-2.91,16.75,USD,5,11.59,11.84,1.02,1.71
154,PRULX,Barclays US Agg Bond TR USD,65.9,3.35,-5.6,2.19,USD,5,11.63,7.41,0.67,1.26
155,MACPX,Morningstar Moderate Target Risk,89.67,1.03,2.2,11.33,USD,5,9.19,11.75,1.25,2.14
156,PTNAX,Morningstar Moderate Target Risk,48.77,0.38,2.06,14.58,USD,5,4.56,5.58,1.2,2.01
157,FCSSX,Morningstar Long-Only Commodity TR,93.07,0.93,-4.12,-4.63,USD,5,15.38,-4.24,-0.21,-0.27
158,FLMVX,S&P 500 TR USD,86.39,0.9,2.99,24.61,USD,5,13.03,18.9,1.4,2.5
159,FFKCX,Morningstar Moderate Target Risk,98.6,0.89,-0.12,8.89,USD,5,7.57,8.0,1.05,1.78
160,PRMTX,MSCI ACWI NR USD,83.66,0.94,9.2,20.83,USD,5,15.01,19.76,1.28,2.38
161,FACDX,MSCI ACWI NR USD,55.6,0.71,16.92,36.92,USD,5,13.84,26.3,1.77,3.71
162,RPIBX,Barclays US Agg Bond TR USD,15.16,1.08,-3.52,0.46,USD,5,7.83,0.57,0.1,0.14
163,FRKYX,Barclays Municipal TR USD,95.27,1.08,-0.74,4.33,USD,5,4.18,4.73,1.11,1.8
164,FINPX,Barclays US Agg Bond TR USD,66.4,1.52,-2.58,2.23,USD,5,5.25,3.46,0.66,0.99
165,FNARX,MSCI ACWI NR USD,68.67,1.28,-6.67,3.48,USD,5,22.47,4.53,0.31,0.44
166,SRHMX,Barclays Municipal TR USD,87.64,1.16,1.68,6.58,USD,5,4.72,7.74,1.59,2.57
167,TRAMX,MSCI ACWI Ex USA NR USD,57.23,0.61,7.34,18.23,USD,5,13.27,11.22,0.86,1.43
168,PRGIX,S&P 500 TR USD,95.8,0.99,-0.46,20.28,USD,5,12.9,14.92,1.14,1.93
169,PGSAX,Barclays US Agg Bond TR USD,20.82,0.99,-1.24,2.58,USD,5,6.14,2.64,0.44,0.63
170,FIGRX,MSCI ACWI Ex USA NR USD,95.33,1.02,1.66,7.21,USD,5,17.08,7.4,0.5,0.77
171,PRIDX,MSCI ACWI Ex USA NR USD,90.94,0.88,5.1,11.76,USD,5,15.24,10.48,0.73,1.13
172,FNIAX,S&P 500 TR USD,81.89,0.97,-1.42,18.99,USD,5,12.44,14.74,1.17,2.1
173,MALMX,Barclays Municipal TR USD,45.54,0.09,0.3,8.38,USD,5,0.5,0.82,1.49,2.6
174,JPIEX,S&P 500 TR USD,97.47,1.04,0.34,21.30,USD,5,13.25,16.57,1.22,2.17
175,VQNPX,S&P 500 TR USD,99.2,1.02,0.24,21.16,USD,5,13.12,16.31,1.22,2.1
176,MAWIX,Barclays US Agg Bond TR USD,28.68,0.62,0.6,4.94,USD,5,3.29,3.16,0.94,1.56
177,FSAAX,Morningstar Moderate Target Risk,98.08,1.09,-0.36,8.67,USD,5,9.32,9.56,1.02,1.77
178,FARPX,Morningstar Moderate Target Risk,98.21,0.92,0.32,9.4,USD,5,7.82,8.71,1.1,1.89
179,PRDGX,S&P 500 TR USD,96.44,0.92,0.18,20.96,USD,5,12.42,14.85,1.18,2.01
180,FSTCX,MSCI ACWI NR USD,58.25,0.69,5.63,18.51,USD,5,13.15,12.87,0.98,1.77
181,VPAIX,Barclays Municipal TR USD,98.74,1.05,-0.15,4.9,USD,5,3.99,5.21,1.28,2.18
182,AIBAX,Barclays US Agg Bond TR USD,89.06,0.63,-0.37,3.41,USD,5,1.87,2.21,1.14,1.94
183,FDMMX,Barclays Municipal TR USD,98.15,1.06,-0.35,4.7,USD,5,4.05,5.06,1.22,2.15
184,VFORX,Morningstar Moderate Target Risk,98.16,1.48,-1.02,8.24,USD,5,12.61,12.27,0.98,1.63
185,FFFFX,Morningstar Moderate Target Risk,97.7,1.47,-2.35,7.23,USD,5,12.54,10.7,0.87,1.41
186,TRLGX,S&P 500 TR USD,72.68,1.19,-1.99,18.88,USD,5,16.12,17.33,1.07,1.89
187,VNJTX,Barclays Municipal TR USD,97.55,1.08,-0.58,4.48,USD,5,4.14,4.91,1.16,1.99
188,VASIX,Morningstar Moderate Target Risk,69.91,0.33,2.62,17.27,USD,5,3.31,5.75,1.68,3.39
189,AMRMX,S&P 500 TR USD,88.51,0.78,2.01,23.49,USD,5,10.53,14.37,1.33,2.35
190,NMTAX,S&P 500 TR USD,72.17,1.09,-2.71,17.81,USD,5,16.33,12.54,0.8,1.26
191,FFNOX,Morningstar Moderate Target Risk,97.82,1.4,-0.58,8.54,USD,5,11.9,12.0,1.01,1.71
192,STLCX,Morningstar Moderate Target Risk,98.17,0.96,-0.8,8.14,USD,5,8.2,7.91,0.96,1.63
193,ONJAX,Barclays Municipal TR USD,68.1,1.56,-1.39,4.07,USD,5,7.18,6.44,0.9,1.33
194,OREAX,MSCI ACWI NR USD,55.94,0.88,8.29,19.88,USD,5,17.0,17.47,1.03,1.82
195,SPHIX,Barclays US Agg Bond TR USD,0.42,0.15,8.21,58.63,USD,5,6.68,9.03,1.32,2.26
196,PREIX,S&P 500 TR USD,100.0,1.0,-0.28,20.54,USD,5,12.98,15.65,1.18,2.05
197,FAHIX,Barclays Municipal TR USD,98.81,1.04,0.07,5.12,USD,5,3.97,5.41,1.33,2.27
198,PSGIX,S&P 500 TR USD,75.6,1.53,-12.39,11.39,USD,5,19.7,16.26,0.86,1.42
