,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio
199,COSIX,Barclays US Agg Bond TR USD,14.45,0.66,3.55,9.49,USD,5,4.87,6.3,1.27,2.19
200,FSDCX,MSCI ACWI NR USD,68.29,1.16,0.9,10.09,USD,5,20.44,11.81,0.65,1.02
201,GANYX,Barclays Municipal TR USD,95.79,0.84,-0.53,4.39,USD,5,3.25,3.76,1.13,1.94
202,FSCHX,MSCI ACWI NR USD,80.68,1.2,6.52,15.71,USD,5,19.37,18.88,0.99,1.69
203,CGRWX,S&P 500 TR USD,93.43,1.01,-2.93,17.44,USD,5,14.0,12.38,0.9,1.46
204,AMCPX,S&P 500 TR USD,86.77,0.97,0.79,21.72,USD,5,13.43,16.2,1.18,2.06
205,OPAMX,Barclays Municipal TR USD,91.82,1.27,0.92,5.82,USD,5,5.02,7.46,1.45,2.3
206,TRRFX,Morningstar Moderate Target Risk,98.65,0.86,0.21,9.29,USD,5,7.34,8.1,1.09,1.88
207,FAMKX,MSCI ACWI Ex USA NR USD,85.69,1.05,-1.91,3.34,USD,5,18.66,3.59,0.28,0.39
208,FFFGX,Morningstar Moderate Target Risk,97.64,1.5,-2.46,7.18,USD,5,12.81,10.84,0.86,1.39
209,FLVCX,S&P 500 TR USD,71.68,1.08,-0.3,20.45,USD,5,18.64,16.36,0.91,1.45
210,VTENX,Morningstar Moderate Target Risk,97.33,0.74,1.25,10.82,USD,5,6.37,8.14,1.25,2.3
211,FKRCX,MSCI ACWI NR USD,15.97,0.87,-20.9,-17.77,USD,5,31.77,-15.45,-0.37,-0.47
212,FSIPX,Barclays US Agg Bond TR USD,52.75,0.94,-1.17,2.7,USD,5,3.63,2.6,0.7,1.07
213,HSKAX,Barclays US Agg Bond TR USD,0.04,-0.02,-1.48,75.09,USD,5,3.17,-1.53,-0.49,-0.6
214,BFMCX,Barclays US Agg Bond TR USD,88.16,0.96,0.96,5.06,USD,5,2.88,4.93,1.66,3.17
215,TABRX,MSCI ACWI Ex USA NR USD,82.56,1.18,-8.77,-2.55,USD,5,21.34,-2.94,-0.04,-0.05
216,TEEMX,MSCI ACWI Ex USA NR USD,86.85,1.07,-1.69,3.59,USD,5,18.91,3.93,0.29,0.44
217,PTCIX,Barclays US Agg Bond TR USD,68.06,2.23,2.54,5.27,USD,5,7.61,11.8,1.5,2.67
218,TEMMX,MSCI ACWI Ex USA NR USD,74.73,0.96,2.75,8.16,USD,5,18.25,7.92,0.51,0.73
219,PRIPX,Barclays US Agg Bond TR USD,66.4,1.46,-2.33,2.34,USD,5,5.04,3.49,0.69,1.04
220,FMINX,Barclays Municipal TR USD,97.85,1.04,-0.93,4.12,USD,5,3.99,4.37,1.07,1.82
221,PGSGX,S&P 500 TR USD,56.04,1.23,-6.84,14.07,USD,5,19.92,17.8,0.92,1.58
222,PRLAX,MSCI ACWI Ex USA NR USD,73.17,1.23,-10.06,-3.61,USD,5,23.54,-4.36,-0.08,-0.11
223,FRESX,MSCI ACWI NR USD,54.85,0.88,8.99,20.74,USD,5,17.22,18.28,1.06,1.9
224,NNIBX,Barclays Municipal TR USD,92.88,0.84,-0.37,4.57,USD,5,3.29,3.9,1.16,2.06
225,FADTX,MSCI ACWI NR USD,73.44,1.04,5.41,15.34,USD,5,17.67,16.07,0.93,1.66
226,FSGEX,MSCI ACWI Ex USA NR USD,98.92,1.01,-0.24,5.28,USD,5,16.68,5.41,0.4,0.59
227,APSAX,Barclays US Agg Bond TR USD,64.63,1.49,-2.77,2.07,USD,5,5.24,3.17,0.61,0.88
228,FMSFX,Barclays US Agg Bond TR USD,83.58,0.78,0.98,5.3,USD,5,2.42,4.23,1.7,3.4
229,PHIYX,Barclays US Agg Bond TR USD,1.83,0.3,7.63,29.92,USD,5,6.27,9.07,1.41,2.43
230,FRNAX,Morningstar Moderate Target Risk,98.11,0.83,0.45,9.61,USD,5,7.1,8.08,1.12,1.94
231,PIPAX,MSCI ACWI Ex USA NR USD,83.82,0.7,7.72,17.66,USD,5,12.51,12.4,0.99,1.64
232,HLGFX,Barclays US Agg Bond TR USD,8.68,0.18,3.75,25.2,USD,5,1.73,4.62,2.59,12.92
233,BLADX,Barclays US Agg Bond TR USD,75.43,2.45,-2.21,3.06,USD,5,7.96,7.59,0.95,1.75
234,VSNGX,S&P 500 TR USD,83.34,1.07,-0.57,20.22,USD,5,14.98,18.37,1.2,2.15
235,FCEQX,S&P 500 TR USD,76.21,1.08,-1.79,18.81,USD,5,15.54,15.12,0.98,1.57
236,QVSCX,S&P 500 TR USD,76.93,1.07,-4.14,16.24,USD,5,15.72,13.84,0.9,1.43
237,PMBIX,Barclays US Agg Bond TR USD,76.15,0.99,0.22,4.24,USD,5,3.2,4.27,1.3,2.29
238,VSCGX,Morningstar Moderate Target Risk,96.31,0.67,1.42,11.28,USD,5,5.76,7.63,1.3,2.39
239,TICPX,Barclays US Agg Bond TR USD,77.33,0.89,1.44,5.69,USD,5,2.86,5.14,1.75,3.21
240,UMEMX,MSCI ACWI Ex USA NR USD,84.48,1.02,-0.8,4.45,USD,5,18.18,4.61,0.33,0.49
241,PRJPX,MSCI ACWI Ex USA NR USD,43.83,0.56,4.18,12.92,USD,5,13.91,7.33,0.57,0.87
242,FGIRX,S&P 500 TR USD,95.95,1.0,0.29,21.18,USD,5,13.54,15.73,1.15,1.91
243,BGPAX,Barclays US Agg Bond TR USD,69.32,0.85,0.18,4.23,USD,5,2.89,3.68,1.24,2.16
244,JPIAX,S&P 500 TR USD,96.18,1.05,0.62,21.62,USD,5,14.02,16.52,1.16,1.98
245,VTBIX,Barclays US Agg Bond TR USD,99.05,1.02,-0.24,3.78,USD,5,2.88,3.91,1.32,2.4
246,RLCAX,S&P 500 TR USD,92.99,1.09,-0.88,19.98,USD,5,14.07,16.99,1.19,2.0
247,AMHIX,Barclays Municipal TR USD,88.99,1.15,1.61,6.54,USD,5,4.6,7.56,1.6,2.62
248,FAGNX,MSCI ACWI NR USD,70.23,1.3,-5.53,4.49,USD,5,22.48,5.9,0.36,0.53
249,OPNYX,Barclays Municipal TR USD,81.16,1.77,-2.69,3.42,USD,5,7.44,6.12,0.83,1.2
250,VFSTX,Barclays US Agg Bond TR USD,43.86,0.35,1.39,8.08,USD,5,1.48,2.87,1.88,4.09
251,PPUAX,MSCI ACWI Ex USA NR USD,95.05,1.07,3.37,8.76,USD,5,18.08,9.48,0.59,0.93
252,TRGSX,MSCI ACWI Ex USA NR USD,88.29,0.98,5.36,11.32,USD,5,17.08,11.15,0.7,1.14
253,VWUSX,S&P 500 TR USD,82.49,1.16,-2.12,18.77,USD,5,15.23,15.79,1.04,1.76
254,BAPKX,Morningstar Moderate Target Risk,95.63,1.49,-2.35,7.24,USD,5,12.88,10.88,0.86,1.4
255,VSGBX,Barclays US Agg Bond TR USD,78.25,0.39,-0.17,3.56,USD,5,1.25,1.48,1.12,1.89
256,PSPTX,S&P 500 TR USD,92.11,1.05,2.54,23.83,USD,5,13.98,20.1,1.38,2.51
257,PEHAX,Morningstar Moderate Target Risk,78.86,0.69,0.02,8.99,USD,5,6.52,6.24,0.95,1.51
258,FEAAX,MSCI ACWI Ex USA NR USD,80.62,0.97,2.01,7.47,USD,5,17.67,7.3,0.48,0.71
259,PAGLX,MSCI ACWI Ex USA NR USD,90.65,0.97,5.22,11.29,USD,5,16.66,10.98,0.7,1.16
260,PRGMX,Barclays US Agg Bond TR USD,76.7,0.77,0.33,4.46,USD,5,2.48,3.5,1.37,2.45
261,NAESX,S&P 500 TR USD,78.62,1.18,-4.02,16.86,USD,5,17.46,18.2,1.04,1.81
262,SHGTX,MSCI ACWI NR USD,74.64,0.93,4.12,14.58,USD,5,15.59,13.59,0.89,1.56
263,FDSCX,S&P 500 TR USD,73.6,1.19,-7.7,13.26,USD,5,18.0,16.88,0.96,1.65
264,ONGAX,Morningstar Moderate Target Risk,94.82,1.49,-0.89,8.32,USD,5,12.9,12.45,0.97,1.61
265,FIAGX,MSCI ACWI Ex USA NR USD,93.77,0.93,4.03,10.22,USD,5,15.72,9.55,0.66,1.05
266,CMGUX,Barclays US Agg Bond TR USD,14.25,0.06,0.56,13.32,USD,5,0.45,0.87,1.78,4.92
267,FIHFX,Morningstar Moderate Target Risk,98.53,1.33,-1.58,7.71,USD,5,11.33,10.35,0.92,1.52
268,NMSAX,S&P 500 TR USD,71.07,1.17,-4.45,16.30,USD,5,17.24,18.03,1.05,1.82
269,FSELX,MSCI ACWI NR USD,58.94,1.15,7.18,16.03,USD,5,21.79,18.54,0.89,1.54
270,RFRAX,Barclays US Agg Bond TR USD,3.77,-0.27,7.37,-23.71,USD,5,3.93,6.48,1.6,2.51
271,FPBFX,MSCI ACWI Ex USA NR USD,83.2,0.9,6.84,13.59,USD,5,16.26,12.35,0.8,1.22
272,ABNDX,Barclays US Agg Bond TR USD,89.6,0.95,0.48,4.54,USD,5,2.84,4.4,1.51,2.73
273,PIGLX,Barclays US Agg Bond TR USD,44.32,1.45,-1.77,2.69,USD,5,6.14,3.97,0.65,0.99
274,VWITX,Barclays Municipal TR USD,97.78,0.91,-0.19,4.82,USD,5,3.5,4.48,1.25,2.24
275,FSENX,MSCI ACWI NR USD,70.2,1.3,-5.12,4.82,USD,5,22.47,6.32,0.38,0.56
276,VISVX,S&P 500 TR USD,80.52,1.18,-3.06,17.83,USD,5,16.94,17.55,1.04,1.75
277,FCAGX,S&P 500 TR USD,63.16,1.14,-4.75,15.78,USD,5,17.86,16.66,0.95,1.64
278,TGESX,MSCI ACWI Ex USA NR USD,90.74,0.85,5.52,12.58,USD,5,14.67,10.79,0.77,1.26
279,FFRAX,Barclays US Agg Bond TR USD,1.89,-0.16,5.14,-28.83,USD,5,3.24,4.63,1.39,2.37
280,FKIFX,Morningstar Moderate Target Risk,98.82,0.8,-0.01,9.02,USD,5,6.75,7.25,1.06,1.84
281,VASVX,S&P 500 TR USD,83.52,0.98,0.02,20.76,USD,5,13.79,16.45,1.17,2.04
282,PMEGX,S&P 500 TR USD,74.67,1.05,-0.86,19.80,USD,5,15.27,19.15,1.22,2.27
283,FHAIX,Barclays US Agg Bond TR USD,0.95,0.23,8.09,39.5,USD,5,6.72,9.24,1.34,2.36
284,PETAX,MSCI ACWI NR USD,37.95,0.86,13.51,26.33,USD,5,20.31,22.75,1.11,1.92
285,MANKX,Barclays Municipal TR USD,90.97,1.31,-0.87,4.35,USD,5,5.2,5.77,1.09,1.7
286,FRQAX,Morningstar Moderate Target Risk,98.24,0.95,0.26,9.32,USD,5,8.08,8.92,1.09,1.87
287,FAGIX,Barclays US Agg Bond TR USD,0.37,-0.18,11.01,-58.03,USD,5,8.35,10.5,1.23,2.05
288,REBAX,Barclays US Agg Bond TR USD,11.73,1.04,3.59,7.35,USD,5,8.54,7.7,0.9,1.36
289,FDESX,S&P 500 TR USD,93.84,1.06,-0.07,20.83,USD,5,14.48,17.41,1.18,2.08
290,PLDTX,Barclays US Agg Bond TR USD,50.68,0.4,0.58,5.47,USD,5,1.57,2.24,1.37,2.42
291,BRACX,Barclays US Agg Bond TR USD,68.84,1.16,2.29,6.09,USD,5,3.94,7.14,1.76,3.48
292,PRPIX,Barclays US Agg Bond TR USD,66.07,1.29,1.49,5.22,USD,5,4.49,6.83,1.48,2.7
293,TRRKX,Morningstar Moderate Target Risk,97.2,1.59,-1.31,8.07,USD,5,13.6,12.9,0.96,1.6
294,FASPX,S&P 500 TR USD,79.04,1.02,-0.96,19.65,USD,5,16.82,15.87,0.96,1.54
295,VBIIX,Barclays US Agg Bond TR USD,95.83,1.56,-0.9,3.43,USD,5,4.5,5.43,1.18,2.02
296,VGSTX,Morningstar Moderate Target Risk,98.48,1.07,0.78,9.83,USD,5,9.08,10.58,1.15,2.03
297,MAMTX,Barclays Municipal TR USD,94.64,1.14,-0.09,4.97,USD,5,4.42,5.72,1.26,2.2
298,FSLCX,S&P 500 TR USD,78.73,1.18,-7.81,13.16,USD,5,19.53,12.01,0.68,1.1
299,AADTX,Morningstar Moderate Target Risk,97.73,1.25,0.12,9.12,USD,5,10.68,11.49,1.07,1.81
300,ODMAX,MSCI ACWI Ex USA NR USD,86.55,1.0,2.05,7.53,USD,5,17.67,7.61,0.5,0.79
301,FHEAX,MSCI ACWI NR USD,56.47,0.91,8.4,19.65,USD,5,17.54,17.9,1.03,1.82
302,MKLVX,S&P 500 TR USD,87.04,1.08,-2.92,17.66,USD,5,15.31,13.23,0.89,1.38
303,FRVLX,S&P 500 TR USD,65.04,1.21,-7.18,13.79,USD,5,18.94,15.06,0.83,1.38
304,VHCOX,S&P 500 TR USD,69.49,1.01,4.26,25.78,USD,5,16.02,17.57,1.09,1.86
305,VBMFX,Barclays US Agg Bond TR USD,99.3,1.03,-0.32,3.7,USD,5,2.9,3.87,1.3,2.34
306,VCAIX,Barclays Municipal TR USD,97.03,0.96,0.22,5.28,USD,5,3.7,5.15,1.36,2.49
307,OIDAX,MSCI ACWI Ex USA NR USD,95.14,0.91,2.99,9.09,USD,5,15.35,8.37,0.6,0.92
308,ACTWX,S&P 500 TR USD,68.9,1.14,-5.75,14.84,USD,5,17.98,11.88,0.71,1.17
309,VINTX,Barclays Municipal TR USD,91.57,0.8,-0.57,4.3,USD,5,3.17,3.52,1.08,1.94
310,VTSMX,S&P 500 TR USD,98.66,1.03,-0.83,19.95,USD,5,13.57,16.21,1.18,2.03
311,TAFTX,Barclays Municipal TR USD,96.85,1.14,0.63,5.63,USD,5,4.4,6.51,1.44,2.44
312,AXBAX,Morningstar Moderate Target Risk,97.44,1.41,-1.11,8.13,USD,5,12.05,11.54,0.96,1.6
313,BAPGX,Morningstar Moderate Target Risk,95.42,1.47,-2.91,6.79,USD,5,12.66,10.04,0.81,1.31
314,NGAMX,Barclays Municipal TR USD,92.18,0.84,-0.42,4.51,USD,5,3.3,3.85,1.14,2.02
315,VDIGX,S&P 500 TR USD,91.58,0.87,0.3,21.04,USD,5,10.79,14.86,1.34,2.38
316,GEQAX,S&P 500 TR USD,88.2,0.86,0.04,20.68,USD,5,11.22,14.36,1.25,2.2
317,FTABX,Barclays Municipal TR USD,98.64,1.06,0.23,5.28,USD,5,4.02,5.65,1.37,2.37
318,AQEAX,S&P 500 TR USD,95.99,1.1,-1.2,19.66,USD,5,13.46,17.05,1.24,2.14
319,VFIFX,Morningstar Moderate Target Risk,98.11,1.48,-1.0,8.25,USD,5,12.6,12.28,0.98,1.63
320,BAEDX,Barclays US Agg Bond TR USD,15.97,1.13,0.64,4.38,USD,5,7.99,5.03,0.65,0.93
321,FSTGX,Barclays US Agg Bond TR USD,87.94,0.79,-0.81,2.96,USD,5,2.38,2.41,0.98,1.66
322,FMHTX,Barclays Municipal TR USD,97.88,0.87,0.2,5.27,USD,5,3.35,4.69,1.36,2.37
323,FSIIX,MSCI ACWI Ex USA NR USD,96.43,1.01,0.69,6.23,USD,5,16.87,6.36,0.44,0.68
324,TRRIX,Morningstar Moderate Target Risk,98.69,0.77,0.19,9.29,USD,5,6.57,7.27,1.09,1.89
325,OAMIX,Morningstar Moderate Target Risk,98.27,1.02,-0.3,8.71,USD,5,8.65,8.93,1.02,1.74
326,FFFZX,Morningstar Moderate Target Risk,97.54,1.5,-2.53,7.13,USD,5,12.86,10.81,0.86,1.39
327,VTTHX,Morningstar Moderate Target Risk,98.14,1.45,-1.04,8.21,USD,5,12.33,11.96,0.98,1.62
328,FFXSX,Barclays US Agg Bond TR USD,74.92,0.42,-0.33,3.2,USD,5,1.37,1.42,0.98,1.62
329,TINCX,Morningstar Moderate Target Risk,93.58,1.46,-4.01,5.96,USD,5,12.77,8.81,0.72,1.13
330,FDCPX,MSCI ACWI NR USD,67.73,1.04,6.43,16.36,USD,5,18.32,17.05,0.95,1.65
331,FLCSX,S&P 500 TR USD,92.8,1.1,0.51,21.53,USD,5,15.1,17.32,1.13,1.95
332,FLSAX,S&P 500 TR USD,71.88,1.11,-0.37,20.41,USD,5,18.63,16.57,0.92,1.48
333,FRBSX,S&P 500 TR USD,77.94,1.1,-5.36,15.07,USD,5,15.84,13.45,0.87,1.39
334,OPITX,Barclays Municipal TR USD,74.1,0.74,0.65,5.92,USD,5,3.27,4.48,1.33,2.15
335,VGENX,MSCI ACWI NR USD,75.82,1.22,-6.93,3.28,USD,5,20.38,4.08,0.29,0.42
336,FRFLX,Barclays Municipal TR USD,90.0,1.07,-1.08,3.99,USD,5,4.27,4.34,1.0,1.54
337,PCIMX,Barclays Municipal TR USD,82.24,0.73,0.42,5.62,USD,5,3.04,4.16,1.34,2.56
338,FUSEX,S&P 500 TR USD,100.0,1.0,-0.09,20.76,USD,5,12.98,15.86,1.2,2.08
339,CREEX,MSCI ACWI NR USD,53.71,0.85,7.75,19.44,USD,5,16.81,16.56,1.0,1.77
340,VUSTX,Barclays US Agg Bond TR USD,65.34,3.4,-5.44,2.27,USD,5,11.88,7.81,0.69,1.3
341,FREEX,MSCI ACWI NR USD,53.69,0.84,8.51,20.57,USD,5,16.68,17.38,1.04,1.86
342,FDVLX,S&P 500 TR USD,85.87,1.1,-0.03,20.88,USD,5,16.27,17.43,1.07,1.75
343,FLCEX,S&P 500 TR USD,98.46,1.0,0.27,21.17,USD,5,12.9,16.09,1.22,2.09
344,BFRAX,Barclays US Agg Bond TR USD,1.14,-0.13,6.13,-43.09,USD,5,3.49,5.76,1.6,2.57
345,PRGSX,MSCI ACWI Ex USA NR USD,88.26,0.98,5.4,11.34,USD,5,17.12,11.19,0.7,1.14
346,FDASX,Morningstar Moderate Target Risk,90.07,1.09,-2.82,6.2,USD,5,9.68,6.83,0.72,1.14
347,FIREX,MSCI ACWI NR USD,82.03,1.16,-1.93,7.74,USD,5,18.58,9.04,0.56,0.86
348,PARFX,Morningstar Moderate Target Risk,97.18,1.59,-1.54,7.9,USD,5,13.57,12.61,0.94,1.57
349,FKCGX,S&P 500 TR USD,74.06,1.15,-6.38,14.32,USD,5,15.39,13.49,0.9,1.56
350,SMGIX,S&P 500 TR USD,96.37,1.05,0.32,21.28,USD,5,14.14,16.55,1.15,1.98
351,FRRAX,Barclays US Agg Bond TR USD,1.07,0.18,1.34,11.14,USD,5,4.78,2.03,0.43,0.62
352,IUTIX,Barclays US Agg Bond TR USD,82.29,1.14,-1.49,2.66,USD,5,3.54,3.11,0.86,1.52
353,PRTNX,Barclays US Agg Bond TR USD,64.14,1.61,-2.54,2.36,USD,5,5.68,3.88,0.68,1.01
354,VWAHX,Barclays Municipal TR USD,96.72,1.13,0.3,5.33,USD,5,4.36,6.1,1.37,2.29
355,FTRTX,Morningstar Moderate Target Risk,95.54,1.19,-0.95,8.13,USD,5,10.24,9.72,0.95,1.61
356,FRSTX,Barclays US Agg Bond TR USD,3.85,0.34,5.15,19.25,USD,5,4.92,6.66,1.32,2.23
357,TFMAX,MSCI ACWI Ex USA NR USD,60.81,0.62,1.55,8.06,USD,5,13.06,5.08,0.44,0.61
358,BACAX,MSCI ACWI NR USD,64.66,1.25,-9.22,1.13,USD,5,22.51,1.49,0.18,0.24
359,AEPGX,MSCI ACWI Ex USA NR USD,96.83,0.95,1.35,7.1,USD,5,15.8,6.8,0.49,0.74
360,PFMIX,Barclays Municipal TR USD,88.16,1.1,0.33,5.36,USD,5,4.46,5.99,1.31,2.25
361,PRFEX,MSCI ACWI Ex USA NR USD,95.92,1.01,1.71,7.29,USD,5,16.96,7.45,0.5,0.79
362,PRWAX,S&P 500 TR USD,74.05,1.02,-1.18,19.35,USD,5,14.33,16.34,1.13,2.05
363,TGTRX,Barclays US Agg Bond TR USD,0.22,0.15,7.35,53.78,USD,5,8.7,7.91,0.91,1.38
364,AAATX,Morningstar Moderate Target Risk,96.2,0.72,1.95,11.91,USD,5,6.2,8.67,1.36,2.51
365,FJSCX,MSCI ACWI Ex USA NR USD,33.18,0.66,7.22,15.92,USD,5,18.71,10.53,0.62,1.11
366,PTLDX,Barclays US Agg Bond TR USD,30.2,0.39,1.16,6.98,USD,5,2.02,2.83,1.35,2.25
367,BAPDX,Morningstar Moderate Target Risk,97.2,1.12,-0.53,8.51,USD,5,9.58,9.6,1.0,1.68
368,SSGRX,MSCI ACWI NR USD,57.11,1.45,-13.08,-1.11,USD,5,27.92,-1.54,0.08,0.11
369,FTQGX,S&P 500 TR USD,71.98,1.07,-2.29,18.21,USD,5,15.03,16.84,1.11,1.93
370,MDLRX,S&P 500 TR USD,90.77,1.08,-2.61,18.02,USD,5,15.08,14.04,0.94,1.52
371,VEXPX,S&P 500 TR USD,73.91,1.2,-5.08,15.86,USD,5,17.43,17.97,1.04,1.85
372,TRSGX,Morningstar Moderate Target Risk,97.17,1.51,-0.83,8.38,USD,5,12.92,12.73,0.99,1.66
373,IGBFX,Barclays US Agg Bond TR USD,29.37,1.12,-3.02,1.15,USD,5,5.83,1.37,0.25,0.34
374,POFAX,Morningstar Moderate Target Risk,84.81,0.91,-0.68,8.17,USD,5,8.32,7.5,0.9,1.42
375,MDLHX,S&P 500 TR USD,89.49,1.12,-2.61,18.17,USD,5,15.34,15.04,0.99,1.64
376,MKLRX,S&P 500 TR USD,90.67,1.08,-2.11,18.57,USD,5,15.12,14.59,0.98,1.58
377,FBIOX,MSCI ACWI NR USD,36.17,0.86,21.59,38.02,USD,5,20.76,32.75,1.48,2.91
378,PLDIX,Barclays US Agg Bond TR USD,36.74,0.41,1.26,7.14,USD,5,1.9,2.98,1.52,2.6
379,UBVLX,S&P 500 TR USD,79.07,1.17,-2.23,18.63,USD,5,18.12,20.02,1.1,1.97
380,QVOPX,Morningstar Moderate Target Risk,64.15,0.61,-1.64,6.09,USD,5,6.39,3.77,0.6,0.94
381,FSESX,MSCI ACWI NR USD,59.18,1.49,-7.62,2.82,USD,5,28.21,4.29,0.29,0.4
382,FGOVX,Barclays US Agg Bond TR USD,91.86,1.0,-0.85,3.14,USD,5,2.94,3.22,1.07,1.92
383,USPAX,MSCI ACWI Ex USA NR USD,85.26,0.84,2.64,8.89,USD,5,14.87,7.51,0.56,0.84
384,OPTAX,Barclays Municipal TR USD,81.36,1.76,-0.25,4.89,USD,5,7.41,8.7,1.16,1.8
385,FFTHX,Morningstar Moderate Target Risk,97.76,1.45,-2.27,7.27,USD,5,12.35,10.59,0.87,1.41
386,FHKCX,MSCI ACWI Ex USA NR USD,72.28,0.92,3.29,8.97,USD,5,17.69,8.29,0.54,0.78
387,VIGRX,S&P 500 TR USD,89.94,1.06,-1.26,19.48,USD,5,14.01,16.83,1.18,2.09
388,OTCFX,S&P 500 TR USD,69.78,1.1,-3.13,17.39,USD,5,17.36,19.23,1.1,1.96
389,FIUIX,MSCI ACWI NR USD,42.15,0.5,10.55,32.67,USD,5,11.19,16.42,1.42,2.64
390,ANWPX,MSCI ACWI Ex USA NR USD,92.01,0.82,6.23,13.81,USD,5,14.1,11.45,0.84,1.37
391,PBDIX,Barclays US Agg Bond TR USD,98.6,1.0,-0.04,3.99,USD,5,2.83,4.05,1.39,2.57
392,MSIGX,S&P 500 TR USD,93.76,1.04,-1.23,19.46,USD,5,12.92,14.84,1.13,2.02
393,TRHYX,Barclays US Agg Bond TR USD,0.44,0.16,8.72,61.35,USD,5,6.64,9.6,1.41,2.39
394,VFISX,Barclays US Agg Bond TR USD,67.73,0.33,-0.33,2.98,USD,5,1.12,1.05,0.87,1.41
395,TEGOX,MSCI ACWI Ex USA NR USD,94.74,0.97,2.43,8.17,USD,5,16.42,8.03,0.55,0.84
396,FTTMX,Barclays Municipal TR USD,90.2,0.99,-0.75,4.25,USD,5,3.95,4.29,1.06,1.68
397,TEPLX,MSCI ACWI Ex USA NR USD,93.63,0.99,4.68,10.58,USD,5,16.76,10.53,0.68,1.07
398,JPSAX,S&P 500 TR USD,92.28,1.07,-1.17,19.61,USD,5,13.14,14.0,1.06,1.78
399,ABUAX,Morningstar Moderate Target Risk,98.75,0.94,0.51,9.62,USD,5,8.02,9.16,1.13,1.95
